disputed_amount_missing,disputed_amount,quantity_missing,quantity,account_age_days_missing,account_age_days,previous_orders_missing,previous_orders,previous_chargebacks_missing,previous_chargebacks,previous_returns_missing,previous_returns,previous_failed_payments_missing,previous_failed_payments,avg_order_value_missing,avg_order_value,claim_delay_days_missing,claim_delay_days,days_to_deliver_missing,days_to_deliver,device_shared_accounts_missing,device_shared_accounts,ip_geo_distance_km_missing,ip_geo_distance_km,txns_last_24h_missing,txns_last_24h,has_tracking,device_seen_before,shipping_billing_match,chargeback_reason__product_not_received,chargeback_reason__unauthorized_transaction,chargeback_reason__product_not_as_described,payment_method__credit_card,payment_method__debit_card,payment_method__upi,payment_method__netbanking,payment_method__wallet,delivery_status__delivered,delivery_status__in_transit,delivery_status__failed,delivery_status__returned_to_sender,delivery_status__unknown,delivery_confirmation__signed,delivery_confirmation__otp,delivery_confirmation__photo,delivery_confirmation__none,amount_over_aov,log_amount,orders_per_month,chargeback_rate,delivered_with_confirmation,pnr_but_delivered,pnr_but_confirmed,unauth_but_known_device,new_account_high_value
0,3504.77,0,2.0,0,102.2,0,5.0,0,0.0,0,2.0,0,0.0,0,1900.81,0,0.4,1,-1.0,0,0.0,0,67.4,0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.8438297357442355,8.162165461503843,1.467710371819961,0.0,0,0,0,0,0
0,24587.24,0,1.0,0,73.6,0,1.0,0,1.0,0,3.0,0,1.0,0,3976.67,0,4.5,0,13.2,0,1.0,0,19.9,0,1.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6.182871598598828,10.110023558838218,0.40760869565217395,0.5,1,0,0,0,0
0,7481.78,0,1.0,0,587.8,0,11.0,0,0.0,0,0.0,0,0.0,0,2859.37,0,8.6,1,-1.0,0,0.0,0,4.2,0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.6165833732605432,8.920359659674897,0.5614154474310991,0.0,0,0,0,0,0
0,8849.17,0,1.0,0,78.3,0,10.0,0,2.0,0,0.0,0,1.0,0,903.63,0,16.7,0,1.7,0,0.0,0,23.7,0,1.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9.792913028562575,9.088191946857032,3.831417624521073,0.18181818181818182,0,0,0,0,0
0,3284.89,0,1.0,0,913.8,0,27.0,0,0.0,0,3.0,0,1.0,0,1135.43,0,19.7,0,1.0,0,0.0,0,19.2,0,4.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2.893080154655064,8.097392822686931,0.886408404464872,0.0,1,0,0,0,0
0,1905.29,0,2.0,0,446.2,0,10.0,0,0.0,0,0.0,0,1.0,0,2446.37,0,3.9,0,3.8,0,0.0,0,7.0,0,3.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7788233178137404,7.5529142237421265,0.6723442402510085,0.0,1,0,0,0,0
0,2379.77,0,1.0,0,586.7,0,37.0,0,0.0,0,0.0,0,0.0,0,11909.85,0,1.6,1,-1.0,0,1.0,0,46.5,0,2.0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.19981527894977685,7.77517924375293,1.891937958070564,0.0,0,0,0,0,0
0,6610.92,0,1.0,0,184.5,0,17.0,0,2.0,0,1.0,0,0.0,0,630.49,0,8.0,0,2.7,0,0.0,0,129.9,0,2.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10.485368522894891,8.796629359654167,2.7642276422764227,0.1111111111111111,1,1,1,0,0
0,2465.44,0,1.0,0,1301.1,0,69.0,0,0.0,0,1.0,0,1.0,0,1222.91,0,5.7,1,-1.0,0,0.0,0,84.0,0,2.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.016043699045719,7.810531094409941,1.5909614941203598,0.0,0,0,0,0,0
0,675.62,0,1.0,0,1042.2,0,30.0,0,1.0,0,0.0,0,1.0,0,1204.49,0,11.1,0,2.1,0,0.0,0,4.5,0,4.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.5609178988617589,6.517109815472251,0.8635578583765112,0.03225806451612903,1,0,0,0,0
0,300.93,0,2.0,0,448.5,0,19.0,0,0.0,0,0.0,0,0.0,0,405.08,0,6.8,1,-1.0,0,0.0,0,23.7,0,2.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.7428902932754025,5.710195202428391,1.2709030100334449,0.0,0,0,0,0,0
0,6107.2,0,3.0,0,1784.2,0,19.0,0,0.0,0,0.0,0,0.0,0,1434.77,0,6.1,0,7.7,0,1.0,0,5.1,0,1.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.256570739561044,8.717387409744822,0.3194709113328102,0.0,1,0,0,0,0
0,2351.74,0,1.0,0,341.5,0,19.0,0,0.0,0,1.0,0,0.0,0,3989.51,0,7.3,1,-1.0,0,0.0,0,2.0,0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5894809136961681,7.763335885384524,1.6691068814055638,0.0,0,0,0,0,0
0,3820.13,0,1.0,0,366.8,0,16.0,0,1.0,0,1.0,0,0.0,0,1542.84,0,5.0,0,1.4,0,0.0,0,6.8,0,1.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.476037696715149,8.248301469375345,1.3086150490730644,0.058823529411764705,0,0,0,0,0
0,824.8,0,2.0,0,260.8,0,4.0,0,1.0,0,0.0,0,0.0,0,1227.03,0,11.1,1,-1.0,0,1.0,0,127.0,0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.672192203939594,6.71635261345199,0.4601226993865031,0.2,0,0,0,0,0
0,13995.99,0,1.0,0,25.7,0,1.0,0,0.0,0,1.0,0,1.0,0,1486.19,0,1.8,0,1.9,0,0.0,0,37.6,0,2.0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9.417362517578505,9.546597585481582,1.1673151750972763,0.0,1,0,0,1,1
0,3051.09,0,1.0,0,741.4,0,44.0,0,2.0,0,1.0,0,1.0,0,1758.79,0,6.2,0,3.6,0,0.0,0,8.7,0,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.7347665156158496,8.023581880829324,1.7804154302670625,0.044444444444444446,1,0,0,0,0
0,8492.53,0,2.0,0,1257.8,0,26.0,0,0.0,0,0.0,0,0.0,0,2199.64,0,12.7,0,1.4,0,0.0,0,8.8,0,1.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3.860872688258079,9.04705997616592,0.6201303863889331,0.0,0,0,0,0,0
0,6466.97,0,1.0,0,389.2,0,63.0,0,0.0,0,1.0,0,0.0,0,2313.21,0,18.3,0,3.8,0,0.0,0,19.6,0,1.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.7956692215579215,8.774617582467316,4.856115107913669,0.0,1,0,0,0,0
0,3390.63,0,3.0,0,1744.4,0,91.0,0,0.0,0,1.0,0,1.0,0,726.92,0,0.2,0,2.5,0,1.0,0,57.3,0,3.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4.664378473559677,8.129065910773438,1.565008025682183,0.0,0,1,0,0,0
0,5180.29,0,2.0,0,927.8,0,94.0,0,0.0,0,0.0,0,0.0,0,9670.74,0,2.5,1,-1.0,0,0.0,0,13.5,0,1.0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5356663502482747,8.552809338998557,3.039448156930373,0.0,0,0,0,0,0
0,8211.3,0,1.0,0,1278.7,0,25.0,0,0.0,0,1.0,0,1.0,0,6421.06,0,3.4,0,2.0,0,0.0,0,11.9,0,1.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.27880754890937,9.013388309376081,0.5865331977789943,0.0,0,1,0,0,0
0,20345.75,0,2.0,0,424.4,0,14.0,0,0.0,0,1.0,0,2.0,0,4894.53,0,4.4,0,1.5,0,2.0,0,215.8,0,6.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4.156834261920961,9.920676472956808,0.9896324222431668,0.0,1,0,0,0,0
0,3073.8,0,1.0,0,186.8,0,4.0,0,0.0,0,1.0,0,0.0,0,2549.32,0,1.7,1,-1.0,0,0.0,0,14.2,0,2.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.2057332935841714,8.030995137474976,0.6423982869379015,0.0,0,0,0,0,0
0,3614.98,0,2.0,0,1150.2,0,188.0,0,1.0,0,1.0,0,0.0,0,995.8,0,4.0,0,3.4,0,0.0,0,25.1,0,3.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3.630226953203455,8.19311819052332,4.903495044340114,0.005291005291005291,1,0,0,0,0
0,2187.44,0,2.0,0,813.4,0,73.0,0,0.0,0,0.0,0,1.0,0,3046.05,0,11.1,0,2.4,0,0.0,0,31.4,0,1.0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.7181234713809688,7.690944240216741,2.6924022621096633,0.0,0,0,0,0,0
0,2580.78,0,3.0,0,1103.8,0,53.0,0,0.0,0,2.0,0,0.0,0,2769.6,0,5.5,1,-1.0,0,0.0,0,41.1,0,1.0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.9318240901213173,7.856234362509178,1.440478347526726,0.0,0,0,0,0,0
0,1918.14,0,1.0,0,251.6,0,12.0,0,0.0,0,2.0,0,1.0,0,2369.02,0,3.2,0,6.1,0,0.0,0,50.6,0,1.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8096765751238909,7.559632448010525,1.4308426073131955,0.0,1,0,0,0,0
0,32300.72,0,2.0,0,878.3,0,54.0,0,0.0,0,1.0,0,0.0,0,7030.5,0,6.7,0,9.0,0,0.0,0,15.5,0,2.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.5943702439371314,10.38287575856697,1.8444722759877037,0.0,1,1,1,0,0
0,30705.83,0,2.0,0,788.8,0,14.0,0,0.0,0,2.0,0,1.0,0,1952.47,0,13.9,0,3.0,0,1.0,0,24.6,0,2.0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15.726659052379807,10.3322403844013,0.5324543610547667,0.0,1,0,0,0,0
0,3029.63,0,1.0,0,186.2,0,7.0,0,0.0,0,5.0,0,0.0,0,2453.26,0,16.3,0,6.3,0,0.0,0,7.9,0,1.0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.234940446589436,8.016525797682961,1.1278195488721805,0.0,1,1,1,0,0
0,8435.97,0,1.0,0,950.8,0,27.0,0,0.0,0,1.0,0,1.0,0,2683.87,0,13.1,0,9.4,0,0.0,0,5.8,0,2.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3.1432111093309287,9.040378518393037,0.8519141775347077,0.0,1,0,0,0,0
0,6330.9,0,1.0,0,778.6,0,69.0,0,0.0,0,2.0,0,1.0,0,1135.48,0,9.9,0,9.0,0,1.0,0,80.5,0,3.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5.575527530207489,8.753355628077712,2.658618032365785,0.0,0,0,0,1,0
0,5897.43,0,3.0,0,145.0,0,1.0,0,0.0,0,0.0,0,2.0,0,1551.38,0,24.4,0,3.2,0,1.0,0,15.9,0,3.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.8014090680555377,8.682441492787557,0.20689655172413796,0.0,1,1,1,0,0
0,7456.79,0,2.0,0,583.0,0,36.0,0,0.0,0,4.0,0,0.0,0,970.38,0,14.6,0,3.4,0,0.0,0,25.0,0,2.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7.684401986850512,8.917014402659307,1.8524871355060033,0.0,1,1,1,0,0
0,8943.55,0,1.0,0,61.3,0,6.0,0,1.0,0,1.0,0,1.0,0,3553.25,0,21.3,0,2.3,0,0.0,0,12.8,0,1.0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.5170055582917046,9.098799687243037,2.936378466557912,0.14285714285714285,1,0,0,1,0
