case_id,customer_id,transaction_id,order_id,scenario,label_abusive,chargeback_reason,claim_description,disputed_amount,currency,payment_method,payment_status,product_category,quantity,shipping_city,billing_city,order_ts,shipped_ts,delivered_ts,claim_ts,claim_delay_days,account_age_days,previous_orders,previous_chargebacks,previous_returns,previous_failed_payments,avg_order_value,delivery_status,delivery_confirmation,has_tracking,days_to_deliver,device_seen_before,device_shared_accounts,ip_geo_distance_km,txns_last_24h,shipping_billing_match,split
CB-14951,CUST-00372-2,TXN-24951,ORD-34951,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,17363.38,INR,upi,captured,fashion,1,Jaipur,Bangalore,2026-05-25T06:10:37,2026-05-27T19:57:57,,2026-06-19T09:17:17,17.6,58.1,6,3,2,3,2893.86,unknown,otp,1,,1,0,2.4,3,0,train
CB-14952,CUST-10599-3,TXN-24952,ORD-34952,lost_package,0,product_not_received,I never received this package.,7305.39,INR,debit_card,captured,toys,2,Delhi,Delhi,2026-03-23T00:40:22,2026-03-24T05:54:17,2026-03-25T22:42:17,2026-03-26T05:03:23,0.3,672.8,24,0,1,0,3853.0,delivered,none,1,1.7,1,0,55.3,2,1,train
CB-14953,CUST-02851-4,TXN-24953,ORD-34953,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,38198.79,INR,wallet,captured,home,1,Kochi,Kochi,2026-03-22T19:34:24,2026-03-24T12:08:10,2026-03-25T12:08:10,2026-04-01T16:20:39,7.2,558.9,17,0,1,0,4445.04,delivered,otp,1,1.0,0,0,147.2,1,1,train
CB-14954,CUST-07976-5,TXN-24954,ORD-34954,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,3902.88,INR,upi,captured,sports,1,Delhi,Delhi,2026-03-08T05:27:23,2026-03-09T09:34:50,2026-03-12T14:22:50,2026-03-27T08:46:29,14.8,579.4,18,0,0,0,746.53,delivered,none,1,3.2,1,0,24.7,2,1,train
CB-14955,CUST-02781-6,TXN-24955,ORD-34955,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,4632.82,INR,credit_card,captured,sports,1,Hyderabad,Hyderabad,2026-03-13T01:59:25,2026-03-13T15:08:54,,2026-03-18T23:22:40,0.3,476.0,6,0,0,0,904.39,in_transit,none,0,,1,0,12.4,1,1,train
CB-14956,CUST-06462-0,TXN-24956,ORD-34956,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,4737.92,INR,upi,captured,beauty,1,Pune,Pune,2026-01-07T20:59:16,2026-01-10T20:18:49,2026-01-11T20:18:49,2026-02-02T11:03:04,21.6,155.8,3,1,1,0,1746.57,delivered,none,1,1.0,1,0,4.1,2,1,train
CB-14957,CUST-02428-1,TXN-24957,ORD-34957,friendly_fraud_pnr,1,product_not_received,I never received this package.,1574.64,INR,credit_card,captured,home,1,Mumbai,Mumbai,2026-05-25T09:35:00,2026-05-26T03:37:19,2026-05-27T03:37:19,2026-06-02T08:22:56,6.2,365.3,24,0,0,0,1551.17,delivered,photo,1,1.0,1,0,69.5,2,1,train
CB-14958,CUST-07018-2,TXN-24958,ORD-34958,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,1346.42,INR,upi,captured,sports,1,Kochi,Kochi,2026-04-30T21:56:46,2026-05-03T10:41:14,2026-05-04T15:29:14,2026-06-09T10:12:32,35.8,292.5,34,2,0,0,2436.83,delivered,none,1,1.2,1,0,5.1,4,1,train
CB-14959,CUST-09009-3,TXN-24959,ORD-34959,true_fraud_victim,0,unauthorized_transaction,Unauthorized payment on my account.,10949.91,INR,netbanking,captured,books,2,Bangalore,Bangalore,2026-05-22T00:55:03,2026-05-23T11:55:17,2026-05-27T14:19:17,2026-06-02T18:50:01,6.2,491.9,37,0,1,0,1928.89,delivered,none,1,4.1,0,1,100.8,1,1,val
CB-14960,CUST-08756-4,TXN-24960,ORD-34960,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,2122.39,INR,upi,captured,books,5,Hyderabad,Hyderabad,2026-01-02T23:44:37,2026-01-05T05:56:57,2026-01-09T08:20:57,2026-01-12T02:26:24,2.8,440.8,17,1,3,0,2556.94,delivered,none,1,4.1,1,0,2.1,1,1,test
CB-14961,CUST-10085-5,TXN-24961,ORD-34961,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,4448.83,INR,credit_card,captured,home,1,Ahmedabad,Ahmedabad,2026-01-04T00:52:34,2026-01-06T11:26:37,,2026-01-22T04:45:26,10.7,839.3,84,0,0,1,1039.05,in_transit,none,0,,1,0,8.5,1,1,train
CB-14962,CUST-08550-6,TXN-24962,ORD-34962,friendly_fraud_pnr,1,product_not_received,The order shows delivered but nothing arrived at my address.,5733.28,INR,debit_card,captured,fashion,1,Jaipur,Jaipur,2026-06-21T16:19:31,2026-06-22T14:39:59,2026-06-26T07:27:59,2026-07-13T13:12:15,17.2,116.4,1,1,2,1,5332.07,delivered,otp,1,3.7,1,0,41.9,1,1,test
CB-14963,CUST-02024-0,TXN-24963,ORD-34963,lost_package,0,product_not_received,Item was not delivered to me.,1594.65,INR,credit_card,captured,toys,1,Mumbai,Mumbai,2026-05-20T19:00:38,2026-05-22T12:55:03,,2026-06-07T21:36:29,11.4,854.9,7,0,1,1,631.82,unknown,none,1,,1,1,28.8,2,1,val
CB-14964,CUST-05640-1,TXN-24964,ORD-34964,friendly_fraud_pnr,1,product_not_received,I never received this package.,5818.74,INR,credit_card,captured,fashion,1,Kochi,Kochi,2026-01-02T22:13:35,2026-01-04T16:54:25,2026-01-06T09:42:25,2026-01-21T22:18:08,15.5,296.4,8,1,3,1,4467.19,delivered,otp,1,1.7,1,0,3.3,1,1,train
CB-14965,CUST-01845-2,TXN-24965,ORD-34965,friendly_fraud_pnr,1,product_not_received,I never received this package.,21944.67,INR,credit_card,captured,beauty,1,Mumbai,Mumbai,2026-03-16T22:35:00,2026-03-19T04:18:57,2026-03-20T09:06:57,2026-03-31T19:02:03,11.4,926.6,49,0,1,2,3169.27,delivered,otp,1,1.2,1,0,5.1,2,1,train
CB-14966,CUST-05823-3,TXN-24966,ORD-34966,lost_package,0,product_not_received,Item was not delivered to me.,7101.17,INR,wallet,captured,books,1,Delhi,Delhi,2026-01-06T10:14:47,2026-01-09T00:48:42,,2026-01-15T19:02:37,1.8,564.1,30,0,0,0,1793.13,unknown,none,1,,1,0,23.2,3,1,train
CB-14967,CUST-02279-4,TXN-24967,ORD-34967,friendly_fraud_pnr,1,product_not_as_described,The product I received is completely different from the listing.,1046.03,INR,netbanking,captured,toys,1,Mumbai,Mumbai,2026-03-22T10:50:29,2026-03-24T04:35:42,2026-03-25T06:59:42,2026-04-27T01:48:37,32.8,286.6,10,1,2,1,1962.28,delivered,photo,1,1.1,1,0,62.7,2,1,train
CB-14968,CUST-07533-5,TXN-24968,ORD-34968,false_unauthorized,1,unauthorized_transaction,"This charge is not mine, my card was used without permission.",3996.07,INR,credit_card,captured,home,2,Chennai,Chennai,2026-05-17T03:21:21,2026-05-17T18:53:37,,2026-06-12T12:07:17,20.7,55.2,0,0,1,2,3476.03,unknown,signed,1,,1,0,27.5,1,1,train
CB-14969,CUST-07950-6,TXN-24969,ORD-34969,friendly_fraud_pnr,1,product_not_received,The order shows delivered but nothing arrived at my address.,3472.37,INR,wallet,captured,sports,2,Kochi,Kochi,2026-02-11T00:27:33,2026-02-13T10:00:23,2026-02-16T00:24:23,2026-03-02T11:59:17,14.5,374.7,8,0,1,1,4156.75,delivered,otp,1,2.6,1,0,1.1,1,1,train
CB-14970,CUST-01669-0,TXN-24970,ORD-34970,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,4884.34,INR,credit_card,captured,beauty,1,Jaipur,Ahmedabad,2026-05-22T07:24:43,2026-05-23T21:47:45,2026-05-29T02:35:45,2026-06-12T05:47:14,14.1,77.2,3,0,1,2,1564.25,delivered,none,1,5.2,1,0,4.8,1,0,train
CB-14971,CUST-00703-1,TXN-24971,ORD-34971,false_unauthorized,1,unauthorized_transaction,"This charge is not mine, my card was used without permission.",16450.11,INR,netbanking,captured,fashion,1,Ahmedabad,Ahmedabad,2026-05-28T01:51:34,2026-05-29T12:43:01,,2026-06-10T09:21:49,6.9,40.2,0,1,2,1,2585.31,in_transit,otp,1,,0,0,87.8,2,1,train
CB-14972,CUST-00217-2,TXN-24972,ORD-34972,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,4453.97,INR,credit_card,captured,books,1,Delhi,Delhi,2026-03-05T15:31:55,2026-03-07T19:21:50,2026-03-10T12:09:50,2026-03-22T16:46:44,12.2,1161.0,4,0,4,1,4057.26,delivered,none,1,2.7,1,0,37.9,1,1,val
CB-14973,CUST-05719-3,TXN-24973,ORD-34973,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,673.56,INR,upi,captured,fashion,2,Pune,Pune,2026-01-20T06:20:35,2026-01-21T14:53:19,2026-01-30T19:41:19,2026-01-31T05:19:43,0.4,522.0,69,0,1,0,1345.96,delivered,none,1,9.2,1,0,23.3,2,1,train
CB-14974,CUST-07992-4,TXN-24974,ORD-34974,opportunist_abuse,1,product_not_as_described,Item arrived damaged / not as described.,2539.92,INR,debit_card,captured,beauty,1,Delhi,Delhi,2026-03-30T13:27:28,2026-04-01T13:32:35,2026-04-03T23:08:35,2026-04-09T03:49:44,5.2,787.1,45,0,0,0,658.87,delivered,none,1,2.4,0,1,29.1,2,1,train
CB-14975,CUST-02974-5,TXN-24975,ORD-34975,lost_package,0,product_not_received,Item was not delivered to me.,7595.06,INR,debit_card,captured,home,1,Kolkata,Kolkata,2026-04-24T00:19:21,2026-04-25T00:37:09,,2026-05-08T06:46:30,8.3,118.8,8,0,0,0,1326.02,in_transit,none,1,,1,0,5.3,1,1,train
CB-14976,CUST-03408-6,TXN-24976,ORD-34976,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,1432.27,INR,upi,captured,home,1,Mumbai,Mumbai,2026-05-19T08:08:09,2026-05-20T06:49:27,2026-05-25T02:01:27,2026-06-08T23:50:48,14.9,1243.1,51,0,1,0,1401.97,delivered,signed,0,4.8,1,0,59.2,1,1,val
CB-14977,CUST-01192-0,TXN-24977,ORD-34977,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,2842.46,INR,debit_card,captured,toys,1,Mumbai,Mumbai,2026-06-26T20:57:55,2026-06-27T23:34:21,2026-06-28T23:34:21,2026-06-30T19:13:25,1.8,505.8,24,0,1,0,11041.39,delivered,signed,1,1.0,1,0,62.9,1,1,test
CB-14978,CUST-03620-1,TXN-24978,ORD-34978,lost_package,0,product_not_received,Item was not delivered to me.,2160.97,INR,upi,captured,sports,1,Bangalore,Bangalore,2026-04-15T04:40:49,2026-04-17T06:01:59,,2026-04-22T14:43:45,0.4,581.7,53,2,0,0,1621.64,failed,none,1,,1,0,27.1,1,1,train
CB-14979,CUST-08898-2,TXN-24979,ORD-34979,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,5316.49,INR,debit_card,captured,home,3,Kochi,Bangalore,2026-04-29T16:15:09,2026-04-30T20:46:24,2026-05-03T20:46:24,2026-05-25T20:21:07,22.0,191.6,6,0,1,0,1722.34,delivered,none,1,3.0,1,1,5.5,3,0,val
CB-14980,CUST-04917-3,TXN-24980,ORD-34980,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,6281.59,INR,upi,captured,electronics,2,Pune,Pune,2026-03-30T04:25:33,2026-03-31T02:44:30,2026-04-09T21:56:30,2026-04-26T08:04:02,16.4,137.1,4,2,3,0,558.69,delivered,signed,1,9.8,1,0,3.5,1,1,train
CB-14981,CUST-00845-4,TXN-24981,ORD-34981,lost_package,0,product_not_received,Item was not delivered to me.,1135.4,INR,upi,captured,home,2,Bangalore,Bangalore,2026-01-05T22:19:42,2026-01-08T13:15:47,,2026-01-18T06:34:54,4.7,519.8,98,0,0,0,1708.92,in_transit,none,1,,1,0,10.4,1,1,train
CB-14982,CUST-09964-5,TXN-24982,ORD-34982,friendly_fraud_pnr,1,product_not_received,I never received this package.,3792.82,INR,credit_card,captured,home,1,Pune,Pune,2026-02-05T19:33:53,2026-02-07T02:21:14,2026-02-08T02:21:14,2026-02-19T07:28:12,11.2,74.9,4,0,1,0,2782.77,delivered,photo,1,1.0,1,2,45.5,4,1,train
CB-14983,CUST-02987-6,TXN-24983,ORD-34983,lost_package,0,product_not_received,Item was not delivered to me.,3183.53,INR,credit_card,captured,electronics,1,Jaipur,Jaipur,2026-06-14T15:33:26,2026-06-17T03:05:20,,2026-06-30T18:38:22,8.6,539.3,40,0,0,0,891.78,failed,none,1,,1,0,3.3,1,1,train
CB-14984,CUST-07191-0,TXN-24984,ORD-34984,friendly_fraud_pnr,1,product_not_received,The order shows delivered but nothing arrived at my address.,4539.0,INR,debit_card,captured,home,1,Mumbai,Mumbai,2026-06-14T15:22:55,2026-06-16T10:30:38,2026-06-20T08:06:38,2026-07-01T18:59:21,11.5,386.7,25,0,1,2,665.75,delivered,photo,1,3.9,1,0,82.1,2,1,train
CB-14985,CUST-11915-1,TXN-24985,ORD-34985,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,10254.78,INR,upi,captured,sports,1,Jaipur,Jaipur,2026-05-10T22:53:45,2026-05-12T04:13:27,,2026-05-24T22:29:55,7.8,2388.9,252,0,2,0,2637.09,failed,none,1,,1,0,8.1,2,1,train
CB-14986,CUST-07127-2,TXN-24986,ORD-34986,friendly_fraud_pnr,1,product_not_received,The order shows delivered but nothing arrived at my address.,8107.34,INR,debit_card,captured,toys,1,Hyderabad,Hyderabad,2026-05-22T18:21:41,2026-05-23T21:38:58,2026-05-25T21:38:58,2026-06-07T00:16:06,12.1,102.3,8,1,2,0,2657.39,delivered,otp,1,2.0,1,0,2.1,2,1,train
CB-14987,CUST-10400-3,TXN-24987,ORD-34987,opportunist_abuse,1,product_not_received,I never received this package.,4889.83,INR,upi,captured,home,3,Pune,Pune,2026-02-13T17:54:50,2026-02-15T22:24:32,2026-02-16T22:24:32,2026-02-26T22:29:45,10.0,1041.1,19,0,0,0,1411.23,delivered,otp,1,1.0,0,2,15.4,2,1,train
CB-14988,CUST-05794-4,TXN-24988,ORD-34988,true_fraud_victim,0,unauthorized_transaction,I did not make this transaction.,21884.41,INR,debit_card,captured,fashion,2,Ahmedabad,Ahmedabad,2026-06-25T14:15:32,2026-06-26T06:25:06,,2026-07-25T07:31:50,24.0,425.2,7,0,1,1,2127.48,unknown,none,1,,1,2,101.1,3,1,train
CB-14989,CUST-10904-5,TXN-24989,ORD-34989,lost_package,0,product_not_received,Item was not delivered to me.,4387.78,INR,credit_card,captured,beauty,2,Hyderabad,Jaipur,2026-03-20T12:12:53,2026-03-21T20:25:30,2026-03-25T08:25:30,2026-03-30T05:08:19,4.9,130.0,1,0,2,0,1147.28,delivered,photo,1,3.5,1,0,4.1,2,0,val
CB-14990,CUST-06231-6,TXN-24990,ORD-34990,opportunist_abuse,1,product_not_received,I never received this package.,9331.72,INR,netbanking,captured,electronics,1,Pune,Jaipur,2026-03-16T11:52:37,2026-03-18T20:32:11,2026-03-20T10:56:11,2026-04-08T20:47:14,19.4,714.0,54,0,0,0,2167.8,delivered,otp,0,1.6,1,0,244.5,2,0,train
CB-14991,CUST-00927-0,TXN-24991,ORD-34991,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,1576.96,INR,upi,captured,fashion,1,Ahmedabad,Delhi,2026-02-26T07:56:50,2026-02-27T06:02:19,2026-03-02T15:38:19,2026-03-24T23:01:00,22.3,211.8,3,1,0,1,6145.49,delivered,none,1,3.4,1,0,4.5,2,0,val
CB-14992,CUST-05749-1,TXN-24992,ORD-34992,lost_package,0,product_not_received,Item was not delivered to me.,1591.13,INR,debit_card,captured,fashion,1,Ahmedabad,Ahmedabad,2026-01-31T04:28:43,2026-02-02T10:20:45,2026-02-03T10:20:45,2026-02-12T21:22:51,9.5,779.8,50,0,2,0,6996.75,delivered,none,1,1.0,1,0,43.3,1,1,train
CB-14993,CUST-07181-2,TXN-24993,ORD-34993,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,630.18,INR,upi,captured,home,1,Mumbai,Mumbai,2026-01-26T17:21:55,2026-01-29T02:58:01,2026-01-30T17:22:01,2026-02-09T14:38:38,9.9,259.0,14,0,2,0,1321.18,delivered,none,1,1.6,1,0,5.6,3,1,train
CB-14994,CUST-10808-3,TXN-24994,ORD-34994,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,3124.19,INR,credit_card,captured,fashion,2,Chennai,Kolkata,2026-06-11T17:40:59,2026-06-12T08:35:45,2026-06-17T20:35:45,2026-06-22T12:58:10,4.7,612.8,19,0,0,0,2279.39,delivered,otp,1,5.5,1,0,9.6,2,0,val
CB-14995,CUST-03354-4,TXN-24995,ORD-34995,opportunist_abuse,1,product_not_as_described,The product I received is completely different from the listing.,9556.09,INR,debit_card,captured,books,1,Mumbai,Mumbai,2026-06-18T21:54:21,2026-06-20T13:02:59,2026-06-27T20:14:59,2026-07-05T20:02:12,8.0,903.1,18,0,0,0,2252.57,delivered,photo,1,7.3,1,0,82.3,2,1,val
CB-14996,CUST-00083-5,TXN-24996,ORD-34996,lost_package,1,product_not_received,The order shows delivered but nothing arrived at my address.,3135.84,INR,upi,captured,home,1,Jaipur,Jaipur,2026-01-27T21:50:49,2026-01-28T19:59:58,,2026-02-05T04:40:48,2.4,809.1,62,0,0,0,1484.04,in_transit,none,1,,1,0,53.9,1,1,train
CB-14997,CUST-08772-6,TXN-24997,ORD-34997,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,10953.47,INR,upi,captured,home,3,Ahmedabad,Ahmedabad,2026-04-29T17:36:57,2026-05-01T09:49:06,2026-05-04T14:37:06,2026-05-12T00:02:52,7.4,471.5,6,0,0,0,3499.9,delivered,signed,1,3.2,1,0,69.2,1,1,train
CB-14998,CUST-09776-0,TXN-24998,ORD-34998,lost_package,0,product_not_received,I never received this package.,3398.8,INR,upi,captured,home,1,Pune,Pune,2026-05-20T09:14:17,2026-05-22T06:42:57,,2026-05-31T22:21:12,4.7,384.1,29,0,0,0,2437.14,unknown,none,0,,0,0,18.9,3,1,train
CB-14999,CUST-08349-1,TXN-24999,ORD-34999,friendly_fraud_pnr,1,product_not_as_described,Product quality does not match what was advertised.,5005.36,INR,netbanking,captured,electronics,2,Bangalore,Bangalore,2026-02-21T00:45:37,2026-02-23T12:01:24,2026-03-05T19:13:24,2026-03-18T04:19:05,12.4,14.4,0,1,1,0,2961.17,delivered,none,1,10.3,1,0,187.5,2,1,train
CB-15000,CUST-00285-2,TXN-25000,ORD-35000,opportunist_abuse,1,product_not_as_described,Product quality does not match what was advertised.,57733.09,INR,credit_card,captured,books,1,Bangalore,Mumbai,2026-04-08T09:05:30,2026-04-10T09:34:23,2026-04-12T07:10:23,2026-04-26T15:07:17,14.3,720.7,22,0,1,0,3094.29,delivered,none,1,1.9,0,0,7.4,2,0,train
CB-15001,CUST-00981-3,TXN-25001,ORD-35001,lost_package,0,product_not_received,I never received this package.,1787.45,INR,credit_card,captured,fashion,3,Mumbai,Mumbai,2026-05-16T23:35:45,2026-05-19T00:52:41,,2026-05-24T23:12:25,0.9,690.6,39,0,0,0,1446.04,in_transit,none,1,,1,0,3.3,2,1,train
CB-15002,CUST-01984-4,TXN-25002,ORD-35002,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,8257.07,INR,upi,captured,fashion,1,Kochi,Kochi,2026-02-04T07:36:58,2026-02-06T08:31:29,,2026-03-05T06:38:01,21.9,139.3,10,1,1,0,1483.44,in_transit,otp,1,,1,0,31.5,3,1,train
CB-15003,CUST-02005-5,TXN-25003,ORD-35003,opportunist_abuse,0,product_not_received,Item was not delivered to me.,20278.63,INR,wallet,captured,sports,1,Hyderabad,Hyderabad,2026-03-16T13:56:03,2026-03-19T00:42:17,2026-03-28T07:54:17,2026-04-09T12:53:17,12.2,826.2,56,0,5,0,1634.64,delivered,photo,1,9.3,1,0,14.6,3,1,train
CB-15004,CUST-03148-6,TXN-25004,ORD-35004,true_fraud_victim,0,unauthorized_transaction,Unauthorized payment on my account.,4539.17,INR,wallet,captured,books,1,Kochi,Jaipur,2026-05-07T06:29:50,2026-05-09T09:00:06,2026-05-10T09:00:06,2026-05-24T06:30:03,13.9,2121.3,84,0,2,1,4414.84,delivered,none,1,1.0,0,3,23.0,3,0,train
CB-15005,CUST-06075-0,TXN-25005,ORD-35005,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,3992.52,INR,debit_card,captured,books,1,Jaipur,Jaipur,2026-06-14T11:05:59,2026-06-14T17:24:02,2026-06-21T10:12:02,2026-06-23T12:49:31,2.1,93.3,1,1,0,0,1175.17,delivered,none,1,6.7,1,0,9.4,1,1,train
CB-15006,CUST-09120-1,TXN-25006,ORD-35006,true_fraud_victim,0,unauthorized_transaction,"This charge is not mine, my card was used without permission.",4377.8,INR,credit_card,captured,electronics,1,Hyderabad,Delhi,2026-04-11T15:53:44,2026-04-12T06:13:03,2026-04-18T11:01:03,2026-04-26T05:05:13,7.8,513.3,17,0,1,1,601.23,delivered,photo,1,6.2,0,1,358.3,2,0,train
CB-15007,CUST-04361-2,TXN-25007,ORD-35007,false_unauthorized,1,unauthorized_transaction,Unauthorized payment on my account.,4403.72,INR,upi,captured,fashion,1,Kochi,Kochi,2026-03-31T08:24:52,2026-04-02T01:15:06,2026-04-03T01:15:06,2026-04-26T20:14:43,23.8,214.2,8,0,4,1,2574.68,delivered,photo,0,1.0,1,0,97.8,1,1,train
CB-15008,CUST-06953-3,TXN-25008,ORD-35008,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,3329.31,INR,credit_card,captured,fashion,1,Bangalore,Bangalore,2026-04-03T20:04:24,2026-04-05T07:40:07,2026-04-07T22:04:07,2026-04-10T02:53:01,2.2,277.9,8,0,2,0,5473.78,delivered,photo,1,2.6,1,0,5.0,2,1,train
CB-15009,CUST-08223-4,TXN-25009,ORD-35009,true_fraud_victim,0,unauthorized_transaction,Unauthorized payment on my account.,7061.1,INR,credit_card,captured,sports,1,Jaipur,Bangalore,2026-05-18T19:42:41,2026-05-20T06:44:46,2026-05-23T23:32:46,2026-06-16T08:35:32,23.4,912.1,77,0,1,0,3959.94,delivered,otp,1,3.7,0,0,716.8,7,0,test
CB-15010,CUST-07704-5,TXN-25010,ORD-35010,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,5653.62,INR,upi,captured,beauty,2,Kochi,Ahmedabad,2026-05-31T14:16:19,2026-05-31T23:11:07,,2026-06-12T17:39:23,6.8,775.3,75,0,1,0,3529.16,failed,none,1,,1,0,269.7,2,0,train
CB-15011,CUST-07398-6,TXN-25011,ORD-35011,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,5873.57,INR,upi,captured,fashion,1,Kochi,Kochi,2026-06-09T18:18:56,2026-06-09T23:56:33,2026-06-13T21:32:33,2026-06-15T09:48:10,1.5,561.6,31,1,1,2,681.23,delivered,otp,1,3.9,1,0,11.8,3,1,train
CB-15012,CUST-04124-0,TXN-25012,ORD-35012,lost_package,0,product_not_received,I never received this package.,2115.36,INR,credit_card,captured,books,1,Delhi,Delhi,2026-02-10T00:24:36,2026-02-11T18:28:53,,2026-02-19T21:30:50,3.1,172.4,12,0,3,0,454.72,failed,none,1,,1,0,86.6,2,1,train
CB-15013,CUST-00411-1,TXN-25013,ORD-35013,lost_package,0,product_not_received,Item was not delivered to me.,16355.84,INR,upi,captured,electronics,1,Hyderabad,Hyderabad,2026-02-17T15:15:18,2026-02-18T15:25:14,2026-02-22T22:37:14,2026-02-24T18:30:42,1.8,254.0,5,0,0,0,950.31,delivered,none,1,4.3,0,1,27.2,2,1,val
CB-15014,CUST-11365-2,TXN-25014,ORD-35014,true_fraud_victim,0,unauthorized_transaction,"This charge is not mine, my card was used without permission.",1775.32,INR,netbanking,captured,home,2,Kochi,Kochi,2026-06-22T13:16:35,2026-06-25T00:48:19,2026-06-27T05:36:19,2026-07-02T08:05:46,5.1,301.0,33,0,0,1,1060.26,delivered,photo,1,2.2,0,1,4595.6,4,1,test
CB-15015,CUST-03649-3,TXN-25015,ORD-35015,true_fraud_victim,0,unauthorized_transaction,I did not make this transaction.,6330.9,INR,upi,captured,home,1,Kolkata,Kolkata,2026-03-12T05:26:26,2026-03-13T00:17:58,2026-03-22T00:17:58,2026-03-31T20:51:51,9.9,778.6,69,0,2,1,1135.48,delivered,none,1,9.0,1,1,80.5,3,1,val
CB-15016,CUST-07730-4,TXN-25016,ORD-35016,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,2507.64,INR,upi,captured,beauty,1,Kolkata,Kolkata,2026-04-26T14:12:51,2026-04-27T08:08:11,2026-04-28T08:08:11,2026-05-05T03:05:55,6.8,500.9,15,0,1,0,3284.7,delivered,otp,1,1.0,0,1,9.6,1,1,train
CB-15017,CUST-04625-5,TXN-25017,ORD-35017,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,6890.76,INR,netbanking,captured,sports,1,Bangalore,Bangalore,2026-05-20T18:55:50,2026-05-22T09:24:17,2026-05-25T11:48:17,2026-06-01T15:46:55,7.2,380.1,15,0,0,0,1189.64,delivered,photo,1,3.1,0,0,36.8,2,1,val
CB-15018,CUST-02511-6,TXN-25018,ORD-35018,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,3395.67,INR,wallet,captured,books,2,Ahmedabad,Ahmedabad,2026-04-23T18:04:14,2026-04-24T17:14:18,2026-04-27T00:26:18,2026-05-04T02:07:08,7.1,255.1,6,1,2,1,5782.52,delivered,photo,1,2.3,1,2,21.2,2,1,val
CB-15019,CUST-04129-0,TXN-25019,ORD-35019,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,4000.32,INR,debit_card,captured,fashion,1,Delhi,Jaipur,2026-03-11T11:32:30,2026-03-12T23:19:31,2026-03-14T16:07:31,2026-03-25T19:00:16,11.1,140.3,6,0,1,0,940.72,delivered,signed,1,1.7,1,0,19.9,4,0,train
CB-15020,CUST-05164-1,TXN-25020,ORD-35020,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,5981.81,INR,debit_card,captured,toys,1,Kolkata,Kolkata,2026-03-06T17:58:57,2026-03-07T14:40:52,2026-03-10T05:04:52,2026-03-20T17:02:37,10.5,873.7,52,0,2,1,1395.12,delivered,signed,1,2.6,1,0,52.4,2,1,train
CB-15021,CUST-02079-2,TXN-25021,ORD-35021,opportunist_abuse,1,product_not_received,Item was not delivered to me.,4319.06,INR,credit_card,captured,beauty,2,Chennai,Chennai,2026-06-18T20:03:52,2026-06-19T01:10:38,,2026-06-29T10:33:14,5.4,762.8,11,1,1,2,2051.83,unknown,none,1,,0,2,65.3,2,1,train
CB-15022,CUST-07989-3,TXN-25022,ORD-35022,true_fraud_victim,0,unauthorized_transaction,I did not make this transaction.,10439.12,INR,wallet,captured,beauty,3,Kolkata,Kolkata,2026-03-21T20:28:31,2026-03-24T19:58:18,2026-03-26T07:58:18,2026-04-03T14:57:22,8.3,1270.4,4,0,0,0,2807.03,delivered,otp,1,1.5,0,0,734.2,4,1,train
CB-15023,CUST-06450-4,TXN-25023,ORD-35023,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,3137.72,INR,upi,captured,electronics,1,Ahmedabad,Ahmedabad,2026-02-13T19:02:10,2026-02-15T01:54:41,2026-02-17T04:18:41,2026-02-23T18:32:23,6.6,72.1,5,0,2,3,2197.77,delivered,otp,1,2.1,1,0,28.8,1,1,train
